Year,RaceNumber,Track,Pos,Start,Car Number,Driver,Sponsor,Owner,Manufact,Laps,Status,Led,Pts,Playoff Points,Track Type,Length
2020,24,Dover,10,19,47,   Ricky Stenhouse Jr,Kroger / Pringles / Minute / Slim Jim  ,JTG-Daugherty Racing,Chevrolet,311,running,1,29,0,Oval,311
2020,24,Dover,11,21,41,   Cole Custer,HaasTooling.com / Jacob Companies  ,Stewart Haas Racing,Ford,311,running,0,26,0,Oval,311
2020,24,Dover,12,13,20,   Erik Jones,DeWalt Atomic  ,Joe Gibbs,Toyota,311,running,0,25,0,Oval,311
2020,24,Dover,13,16,8,   Tyler Reddick,Cat App  ,Richard Childress,Chevrolet,310,running,0,24,0,Oval,311
2020,24,Dover,14,20,12,   Ryan Blaney,Advance Auto Parts  ,Roger Penske,Ford,310,running,0,23,0,Oval,311
2020,24,Dover,15,32,3,   Austin Dillon,Dow / Behr Ultra Scuff Defense  ,Richard Childress,Chevrolet,310,running,49,31,0,Oval,311
2020,24,Dover,16,12,17,   Chris Buescher,SunnyD  ,Jack Roush,Ford,310,running,0,23,0,Oval,311
2020,24,Dover,17,17,10,   Aric Almirola,Smithfield Hometown Original  ,Stewart Haas Racing,Ford,309,running,0,21,0,Oval,311
2020,24,Dover,18,25,13,   Ty Dillon,GEICO  ,Germain Racing,Chevrolet,309,running,0,19,0,Oval,311
2020,24,Dover,19,23,6,   Ryan Newman,Guaranteed Rate  ,Jack Roush,Ford,309,running,0,18,0,Oval,311
2020,24,Dover,20,14,21,   Matt DiBenedetto,Menards / Monster Energy  ,Wood Brothers,Ford,309,running,17,17,0,Oval,311
2020,24,Dover,21,11,88,   Alex Bowman,Acronis  ,Rick Hendrick,Chevrolet,309,running,0,16,0,Oval,311
2020,24,Dover,22,18,95,   Christopher Bell,Rheem / Procore  ,Leavine Family Racing,Toyota,309,running,0,15,0,Oval,311
2020,24,Dover,23,26,42,   Matt Kenseth,Clover  ,Chip Ganassi,Chevrolet,309,running,1,14,0,Oval,311
2020,24,Dover,24,31,38,   John H. Nemechek,Acme  ,Bob Jenkins,Ford,309,running,0,13,0,Oval,311
2020,24,Dover,25,27,37,   Ryan Preece,Scott Brand  ,JTG-Daugherty Racing,Chevrolet,309,running,0,12,0,Oval,311
2020,24,Dover,26,15,34,   Michael McDowell,Digital Ally Shield Cleansers  ,Bob Jenkins,Ford,308,running,0,11,0,Oval,311
2020,24,Dover,27,24,43,   Bubba Wallace,Door Dash  ,Richard Petty Motorsports,Chevrolet,308,running,0,10,0,Oval,311
2020,24,Dover,28,8,24,   William Byron,Axalta  ,Rick Hendrick,Chevrolet,308,running,1,9,0,Oval,311
2020,24,Dover,29,29,32,   Corey LaJoie,Drydene  ,Archie St. Hilaire,Ford,308,running,0,8,0,Oval,311
2020,24,Dover,30,28,96,   Daniel Suarez,CommScope  ,Gaunt Brothers,Toyota,306,running,0,7,0,Oval,311
2020,24,Dover,31,34,27,   J.J. Yeley,Thriv5  ,Rick Ware,Ford,302,running,0,0,0,Oval,311
2020,24,Dover,32,37,53,   Josh Bilicki,Insurance King / The Wounded Blue  ,Rick Ware,Chevrolet,299,running,0,0,0,Oval,311
2020,24,Dover,33,35,0,   Quin Houff,Eagle Rock Wealth  ,StarCom Racing,Chevrolet,298,running,0,4,0,Oval,311
2020,24,Dover,34,33,66,   Timmy Hill,Manscaped / SBC Contractors  ,Carl Long,Toyota,298,running,0,0,0,Oval,311
2020,24,Dover,35,38,51,   Joey Gase,Race 4 Relief / Gift of Life Donor Program  ,Rick Ware,Ford,293,running,0,0,0,Oval,311
2020,24,Dover,36,30,15,   Brennan Poole,Remember Everyone Deployed  ,Rick Ware,Chevrolet,286,rear end,0,1,0,Oval,311
2020,24,Dover,37,39,7,   Garrett Smithley,Tommy Baldwin Racing  ,"Tommy Baldwin, Jr.",Chevrolet,241,battery,0,0,0,Oval,311
2020,24,Dover,38,40,78,   B.J. McLeod,Royal Teak Collection  ,B.J. McLeod,Chevrolet,166,handling,0,0,0,Oval,311
2020,24,Dover,39,36,77,   Reed Sorenson,Spire Motorsports  ,Spire Motorsports,Chevrolet,83,handling,0,1,0,Oval,311
2020,24,Dover,40,9,1,   Kurt Busch,Gearwrench  ,Chip Ganassi,Chevrolet,6,crash,0,1,0,Oval,311
2020,25,Dover,1,17,4,   Kevin Harvick,Mobil 1  ,Stewart Haas Racing,Ford,311,running,223,60,7,Oval,311
2020,25,Dover,2,19,19,   Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs  ,Joe Gibbs,Toyota,311,running,0,42,0,Oval,311
2020,25,Dover,3,14,48,   Jimmie Johnson,Ally  ,Rick Hendrick,Chevrolet,311,running,3,39,0,Oval,311
2020,25,Dover,4,23,24,   William Byron,Axalta  ,Rick Hendrick,Chevrolet,311,running,0,46,0,Oval,311
2020,25,Dover,5,21,88,   Alex Bowman,Acronis  ,Rick Hendrick,Chevrolet,311,running,0,36,0,Oval,311
2020,25,Dover,6,13,22,   Joey Logano,Shell / Pennzoil  ,Roger Penske,Ford,311,running,15,45,0,Oval,311
2020,25,Dover,7,4,10,   Aric Almirola,Smithfield Hometown Original  ,Stewart Haas Racing,Ford,311,running,22,37,0,Oval,311
2020,25,Dover,8,12,2,   Brad Keselowski,Wurth  ,Roger Penske,Ford,311,running,0,36,0,Oval,311
2020,25,Dover,9,6,3,   Austin Dillon,Dow / Behr Ultra Scuff Defense  ,Richard Childress,Chevrolet,311,running,0,29,0,Oval,311
2020,25,Dover,10,10,41,   Cole Custer,HaasTooling.com / Jacob Companies  ,Stewart Haas Racing,Ford,311,running,0,30,0,Oval,311
2020,25,Dover,11,18,18,   Kyle Busch,Interstate Batteries  ,Joe Gibbs,Toyota,311,running,0,26,0,Oval,311
2020,25,Dover,12,7,12,   Ryan Blaney,Advance Auto Parts  ,Roger Penske,Ford,311,running,37,40,0,Oval,311
2020,25,Dover,13,28,1,   Kurt Busch,Gearwrench  ,Chip Ganassi,Chevrolet,311,running,0,26,0,Oval,311
2020,25,Dover,14,5,17,   Chris Buescher,Fastenal  ,Jack Roush,Ford,311,running,0,23,0,Oval,311
2020,25,Dover,15,22,42,   Matt Kenseth,Clover  ,Chip Ganassi,Chevrolet,311,running,0,22,0,Oval,311
2020,25,Dover,16,15,14,   Clint Bowyer,Haas Automation  ,Stewart Haas Racing,Ford,311,running,0,21,0,Oval,311
2020,25,Dover,17,1,21,   Matt DiBenedetto,Menards / Richmond  ,Wood Brothers,Ford,311,running,11,24,0,Oval,311
2020,25,Dover,18,8,8,   Tyler Reddick,Cat App  ,Richard Childress,Chevrolet,311,running,0,19,0,Oval,311
2020,25,Dover,19,20,11,   Denny Hamlin,FedEx Office  ,Joe Gibbs,Toyota,311,running,0,26,0,Oval,311
2020,25,Dover,20,27,38,   John H. Nemechek,Acme  ,Bob Jenkins,Ford,311,running,0,17,0,Oval,311
2020,25,Dover,21,26,43,   Bubba Wallace,Columbia  ,Richard Petty Motorsports,Chevrolet,311,running,0,16,0,Oval,311
2020,25,Dover,22,9,20,   Erik Jones,Reser's Fine Foods  ,Joe Gibbs,Toyota,310,running,0,15,0,Oval,311
2020,25,Dover,23,30,32,   Corey LaJoie,Drydene  ,Archie St. Hilaire,Ford,310,running,0,14,0,Oval,311
2020,25,Dover,24,2,6,   Ryan Newman,Guaranteed Rate  ,Jack Roush,Ford,310,running,0,13,0,Oval,311
2020,25,Dover,25,25,34,   Michael McDowell,Digital Ally Shield Cleansers  ,Bob Jenkins,Ford,310,running,0,12,0,Oval,311
2020,25,Dover,26,29,37,   Ryan Preece,Scott Brand  ,JTG-Daugherty Racing,Chevrolet,310,running,0,11,0,Oval,311
2020,25,Dover,27,24,95,   Christopher Bell,Rheem / Procore  ,Leavine Family Racing,Toyota,310,running,0,10,0,Oval,311
2020,25,Dover,28,31,96,   Daniel Suarez,CommScope  ,Gaunt Brothers,Toyota,309,running,0,9,0,Oval,311
2020,25,Dover,29,3,13,   Ty Dillon,GEICO  ,Germain Racing,Chevrolet,309,running,0,8,0,Oval,311
2020,25,Dover,30,34,15,   Brennan Poole,Remember Everyone Deployed  ,Rick Ware,Chevrolet,305,running,0,7,0,Oval,311
2020,25,Dover,31,40,78,   B.J. McLeod,Royal Teak Collection  ,B.J. McLeod,Chevrolet,303,running,0,0,0,Oval,311
2020,25,Dover,32,33,53,   Josh Bilicki,Insurance King / The Wounded Blue  ,Rick Ware,Chevrolet,302,running,0,0,0,Oval,311
2020,25,Dover,33,37,77,   Reed Sorenson,Spire Motorsports  ,Spire Motorsports,Chevrolet,302,running,0,4,0,Oval,311
2020,25,Dover,34,35,0,   Quin Houff,Eagle Rock Wealth  ,StarCom Racing,Chevrolet,302,running,0,3,0,Oval,311
2020,25,Dover,35,39,7,   Garrett Smithley,Tommy Baldwin Racing  ,"Tommy Baldwin, Jr.",Chevrolet,296,running,0,0,0,Oval,311
2020,25,Dover,36,36,66,   Timmy Hill,Manscaped / SBC Contractors  ,Carl Long,Toyota,252,engine,0,0,0,Oval,311
2020,25,Dover,37,11,47,   Ricky Stenhouse Jr,Kroger / Pringles / Minute / Slim Jim  ,JTG-Daugherty Racing,Chevrolet,215,running,0,1,0,Oval,311
2020,25,Dover,38,32,27,   J.J. Yeley,Thriv5  ,Rick Ware,Ford,110,handling,0,0,0,Oval,311
2020,25,Dover,39,16,9,   Chase Elliott,NAPA Auto Parts  ,Rick Hendrick,Chevrolet,6,crash,0,1,0,Oval,311
2020,25,Dover,40,38,51,   Joey Gase,Race 4 Relief / Gift of Life Donor Program  ,Rick Ware,Ford,4,crash,0,0,0,Oval,311
2020,26,Daytona,1,6,24,   William Byron,Liberty University  ,Rick Hendrick,Chevrolet,164,running,24,44,5,Super Speedway,410
2020,26,Daytona,2,27,9,   Chase Elliott,Hooters  ,Rick Hendrick,Chevrolet,164,running,0,35,0,Super Speedway,410
2020,26,Daytona,3,10,11,   Denny Hamlin,FedEx Express  ,Joe Gibbs,Toyota,164,running,9,36,0,Super Speedway,410
2020,26,Daytona,4,2,19,   Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs  ,Joe Gibbs,Toyota,164,running,14,42,0,Super Speedway,410
2020,26,Daytona,5,21,43,   Bubba Wallace,World Wide Technology  ,Richard Petty Motorsports,Chevrolet,164,running,0,32,0,Super Speedway,410
2020,26,Daytona,6,9,12,   Ryan Blaney,Body Armor Strawberry Banana  ,Roger Penske,Ford,164,running,1,40,0,Super Speedway,410
2020,26,Daytona,7,8,88,   Alex Bowman,Axalta  ,Rick Hendrick,Chevrolet,164,running,1,30,0,Super Speedway,410
2020,26,Daytona,8,40,62,   Brendan Gaughan,South Point Hotel & Casino / Beard Oil  ,Beard Motorsports,Chevrolet,164,running,0,29,0,Super Speedway,410
2020,26,Daytona,9,17,17,   Chris Buescher,Fifth Third Bank  ,Jack Roush,Ford,164,running,0,28,0,Super Speedway,410
2020,26,Daytona,10,4,2,   Brad Keselowski,Pirtek  ,Roger Penske,Ford,164,running,1,32,0,Super Speedway,410
2020,26,Daytona,11,24,38,   John H. Nemechek,Fire Alarm Services  ,Bob Jenkins,Ford,164,running,0,26,0,Super Speedway,410
2020,26,Daytona,12,15,21,   Matt DiBenedetto,Menards / Dutch Boy  ,Wood Brothers,Ford,164,running,0,29,0,Super Speedway,410
2020,26,Daytona,13,23,95,   Christopher Bell,Rheem / Johns Manville  ,Leavine Family Racing,Toyota,164,running,2,30,0,Super Speedway,410
2020,26,Daytona,14,26,34,   Michael McDowell,CarParts.com  ,Bob Jenkins,Ford,164,running,2,26,0,Super Speedway,410
2020,26,Daytona,15,32,15,   Brennan Poole,Remember Everyone Deployed  ,Rick Ware,Chevrolet,164,running,0,22,0,Super Speedway,410
2020,26,Daytona,16,36,77,   Ross Chastain,Moose Fraternity  ,Spire Motorsports,Chevrolet,164,running,0,0,0,Super Speedway,410
2020,26,Daytona,17,7,48,   Jimmie Johnson,Ally  ,Rick Hendrick,Chevrolet,164,running,0,32,0,Super Speedway,410
2020,26,Daytona,18,5,10,   Aric Almirola,Smithfield Hometown Original  ,Stewart Haas Racing,Ford,164,running,1,19,0,Super Speedway,410
2020,26,Daytona,19,14,14,   Clint Bowyer,Haas Automation  ,Stewart Haas Racing,Ford,164,running,0,26,0,Super Speedway,410
2020,26,Daytona,20,1,4,   Kevin Harvick,Mobil 1  ,Stewart Haas Racing,Ford,164,running,6,17,0,Super Speedway,410
2020,26,Daytona,21,25,32,   Corey LaJoie,Trump 2020  ,Archie St. Hilaire,Ford,163,crash,0,16,0,Super Speedway,410
2020,26,Daytona,22,29,13,   Ty Dillon,GEICO  ,Germain Racing,Chevrolet,163,crash,0,15,0,Super Speedway,410
2020,26,Daytona,23,34,0,   Quin Houff,Good Greek Movers  ,StarCom Racing,Chevrolet,162,running,0,14,0,Super Speedway,410
2020,26,Daytona,24,35,66,   Timmy Hill,RoofClaim.com  ,Carl Long,Toyota,161,running,0,0,0,Super Speedway,410
2020,26,Daytona,25,12,3,   Austin Dillon,Dow Vorasurf  ,Richard Childress,Chevrolet,161,running,0,12,0,Super Speedway,410
2020,26,Daytona,26,30,96,   Daniel Suarez,CommScope  ,Gaunt Brothers,Toyota,159,crash,19,11,0,Super Speedway,410
2020,26,Daytona,27,3,22,   Joey Logano,Shell / Pennzoil  ,Roger Penske,Ford,158,crash,36,30,2,Super Speedway,410
2020,26,Daytona,28,19,42,   Matt Kenseth,Credit One Bank  ,Chip Ganassi,Chevrolet,158,crash,0,9,0,Super Speedway,410
2020,26,Daytona,29,18,8,   Tyler Reddick,KCMG  ,Richard Childress,Chevrolet,158,crash,1,16,0,Super Speedway,410
2020,26,Daytona,30,16,41,   Cole Custer,HaasTooling.com / Autodesk Fusion 360  ,Stewart Haas Racing,Ford,158,crash,0,7,0,Super Speedway,410
2020,26,Daytona,31,37,53,   Joey Gase,Sparks Energy  ,Rick Ware,Ford,158,running,0,0,0,Super Speedway,410
2020,26,Daytona,32,31,47,   Ricky Stenhouse Jr,Kroger / Energizer / Cheez-It / Scott  ,JTG-Daugherty Racing,Chevrolet,155,crash,0,8,0,Super Speedway,410
2020,26,Daytona,33,11,18,   Kyle Busch,Interstate Batteries  ,Joe Gibbs,Toyota,152,crash,31,5,0,Super Speedway,410
2020,26,Daytona,34,13,1,   Kurt Busch,Monster Energy  ,Chip Ganassi,Chevrolet,151,crash,1,10,0,Super Speedway,410
2020,26,Daytona,35,20,20,   Erik Jones,Auto-Owners Insurance  ,Joe Gibbs,Toyota,151,crash,15,11,0,Super Speedway,410
2020,26,Daytona,36,22,6,   Ryan Newman,Guaranteed Rate  ,Jack Roush,Ford,151,crash,0,1,0,Super Speedway,410
2020,26,Daytona,37,28,37,   Ryan Preece,Bush's Beans  ,JTG-Daugherty Racing,Chevrolet,151,crash,0,1,0,Super Speedway,410
2020,26,Daytona,38,39,7,   Josh Bilicki,Ariens  ,"Tommy Baldwin, Jr.",Chevrolet,151,running,0,0,0,Super Speedway,410
2020,26,Daytona,39,38,51,   James Davison,Jacob Construction  ,Rick Ware,Ford,139,crash,0,1,0,Super Speedway,410
2020,26,Daytona,40,33,27,   J.J. Yeley,America Strong  ,Rick Ware,Chevrolet,3,engine,0,0,0,Super Speedway,410
2020,27,Darlington,1,8,4,   Kevin Harvick,Busch Beer Busch Champ Throwback  ,Stewart Haas Racing,Ford,367,running,32,49,5,Oval,501
2020,27,Darlington,2,12,3,   Austin Dillon,American Ethanol Junior Johnson Throwback  ,Richard Childress,Chevrolet,367,running,0,38,0,Oval,501
2020,27,Darlington,3,13,22,   Joey Logano,Shell / Pennzoil Bobby Allison Throwback  ,Roger Penske,Ford,367,running,0,38,0,Oval,501
2020,27,Darlington,4,30,20,   Erik Jones,Sport Clips 2005 Throwback  ,Joe Gibbs,Toyota,367,running,0,37,0,Oval,501
2020,27,Darlington,5,3,24,   William Byron,Liberty University Throwback  ,Rick Hendrick,Chevrolet,367,running,0,35,0,Oval,501
2020,27,Darlington,6,4,88,   Alex Bowman,ChevyGoods.com / Truck Hero  ,Rick Hendrick,Chevrolet,367,running,1,43,0,Oval,501
2020,27,Darlington,7,15,18,   Kyle Busch,M&M's Elliott Sadler 2004 Throwback  ,Joe Gibbs,Toyota,367,running,0,37,0,Oval,501
2020,27,Darlington,8,16,1,   Kurt Busch,Monster Energy  ,Chip Ganassi,Chevrolet,367,running,5,36,0,Oval,501
2020,27,Darlington,9,10,10,   Aric Almirola,Go Bowling Fireball Roberts Throwback  ,Stewart Haas Racing,Ford,367,running,0,28,0,Oval,501
2020,27,Darlington,10,9,14,   Clint Bowyer,Peak 1990 Throwback  ,Stewart Haas Racing,Ford,367,running,0,29,0,Oval,501
2020,27,Darlington,11,5,2,   Brad Keselowski,Discount Tire 2010 Throwback  ,Roger Penske,Ford,367,running,0,26,0,Oval,501
2020,27,Darlington,12,14,41,   Cole Custer,HaasTooling.com 1965 Throwback  ,Stewart Haas Racing,Ford,367,running,0,25,0,Oval,501
2020,27,Darlington,13,2,11,   Denny Hamlin,Federal Express 1973 Throwback  ,Joe Gibbs,Toyota,367,running,19,40,0,Oval,501
2020,27,Darlington,14,26,42,   Matt Kenseth,McDonald's McDelivery  ,Chip Ganassi,Chevrolet,367,running,0,23,0,Oval,501
2020,27,Darlington,15,31,6,   Ryan Newman,Oscar Mayer 1999 USAC Champ Throwback  ,Jack Roush,Ford,367,running,0,22,0,Oval,501
2020,27,Darlington,16,19,34,   Michael McDowell,Love's Travel Stops  ,Bob Jenkins,Ford,367,running,0,21,0,Oval,501
2020,27,Darlington,17,35,37,   Ryan Preece,Bush's Beans  ,JTG-Daugherty Racing,Chevrolet,367,running,0,20,0,Oval,501
2020,27,Darlington,18,22,48,   Jimmie Johnson,Ally Earnhardt & Petty Tribute  ,Rick Hendrick,Chevrolet,367,running,0,34,0,Oval,501
2020,27,Darlington,19,29,47,   Ricky Stenhouse Jr,Kroger / Cottonelle / Energizer / Hungry Jack  ,JTG-Daugherty Racing,Chevrolet,367,running,0,18,0,Oval,501
2020,27,Darlington,20,1,9,   Chase Elliott,NAPA Jimmie Johnson '09 Champ Throwback  ,Rick Hendrick,Chevrolet,367,running,114,25,0,Oval,501
2020,27,Darlington,21,11,21,   Matt DiBenedetto,Motorcraft / Quick Lane 1963 Throwback  ,Wood Brothers,Ford,366,running,0,16,0,Oval,501
2020,27,Darlington,22,6,19,   Martin Truex Jr,Bass Pro Shops / Tracker 2003 Throwback  ,Joe Gibbs,Toyota,366,running,196,35,2,Oval,501
2020,27,Darlington,23,24,8,   Tyler Reddick,Caterpillar Jeff Burton Throwback  ,Richard Childress,Chevrolet,366,running,0,14,0,Oval,501
2020,27,Darlington,24,7,12,   Ryan Blaney,Menards / Maytag 2003 Throwback  ,Roger Penske,Ford,366,running,0,3,0,Oval,501
2020,27,Darlington,25,28,96,   Daniel Suarez,Arris 2016 Xfinity Champ Throwback  ,Gaunt Brothers,Toyota,364,running,0,12,0,Oval,501
2020,27,Darlington,26,20,17,   Chris Buescher,Fastenal Blue 500 Sales Event  ,Jack Roush,Ford,364,running,0,11,0,Oval,501
2020,27,Darlington,27,25,13,   Ty Dillon,GEICO Todd Bodine 2010 Throwback  ,Germain Racing,Chevrolet,363,running,0,10,0,Oval,501
2020,27,Darlington,28,23,15,   Brennan Poole,Remember Everyone Deployed 1980's Throwback  ,Rick Ware,Chevrolet,362,running,0,9,0,Oval,501
2020,27,Darlington,29,34,77,   Ross Chastain,Dirty Mo Media 1976 Throwback  ,Spire Motorsports,Chevrolet,360,running,0,0,0,Oval,501
2020,27,Darlington,30,37,27,   J.J. Yeley,Jacob Companies Kenny Irwin Jr 1997 Throwback  ,Rick Ware,Ford,360,running,0,0,0,Oval,501
2020,27,Darlington,31,32,0,   Quin Houff,Permatex Milt Marion 1936 Throwback  ,StarCom Racing,Chevrolet,357,running,0,6,0,Oval,501
2020,27,Darlington,32,38,7,   Josh Bilicki,Insurance King Tom Baldwin Throwback  ,"Tommy Baldwin, Jr.",Chevrolet,356,running,0,0,0,Oval,501
2020,27,Darlington,33,39,51,   Joey Gase,Carolina Cooker Bobby Allison Throwback  ,Rick Ware,Ford,351,running,0,0,0,Oval,501
2020,27,Darlington,34,21,95,   Christopher Bell,Rheem / TRD 2017 Truck Champ Throwback  ,Leavine Family Racing,Toyota,349,running,0,3,0,Oval,501
2020,27,Darlington,35,33,66,   Timmy Hill,RoofClaim.com Phil Parsons 1984 Throwback  ,Carl Long,Toyota,296,overheating,0,0,0,Oval,501
2020,27,Darlington,36,18,38,   John H. Nemechek,Citgard Elliott Sadler '99-'00 Throwback  ,Bob Jenkins,Ford,245,crash,0,1,0,Oval,501
2020,27,Darlington,37,27,32,   Corey LaJoie,Trump 2020  ,Archie St. Hilaire,Ford,234,crash,0,1,0,Oval,501
2020,27,Darlington,38,17,43,   Bubba Wallace,Cash App  ,Richard Petty Motorsports,Chevrolet,217,transmission,0,1,0,Oval,501
2020,27,Darlington,39,36,53,   James Davison,Signing Day Sports Tom Sneva Throwback  ,Rick Ware,Chevrolet,162,engine,0,1,0,Oval,501
2020,28,Richmond,1,9,2,   Brad Keselowski,Western Star / Alliance Parts  ,Roger Penske,Ford,400,running,192,57,6,Oval,300
2020,28,Richmond,2,14,19,   Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs  ,Joe Gibbs,Toyota,400,running,0,47,0,Oval,300
2020,28,Richmond,3,2,22,   Joey Logano,Shell / Pennzoil  ,Roger Penske,Ford,400,running,45,49,0,Oval,300
2020,28,Richmond,4,3,3,   Austin Dillon,Dow Norkool  ,Richard Childress,Chevrolet,400,running,55,51,0,Oval,300
2020,28,Richmond,5,12,9,   Chase Elliott,NAPA Auto Parts  ,Rick Hendrick,Chevrolet,400,running,2,41,0,Oval,300
2020,28,Richmond,6,6,18,   Kyle Busch,M&M's  ,Joe Gibbs,Toyota,400,running,4,36,0,Oval,300
2020,28,Richmond,7,1,4,   Kevin Harvick,Hunt Brothers Pizza / Fields  ,Stewart Haas Racing,Ford,400,running,41,37,0,Oval,300
2020,28,Richmond,8,10,10,   Aric Almirola,Smithfield Hometown Original  ,Stewart Haas Racing,Ford,400,running,0,32,0,Oval,300
2020,28,Richmond,9,4,88,   Alex Bowman,ChevyGoods.com / Truck Hero  ,Rick Hendrick,Chevrolet,400,running,0,33,0,Oval,300
2020,28,Richmond,10,11,14,   Clint Bowyer,Ford Performance Racing School  ,Stewart Haas Racing,Ford,400,running,0,28,0,Oval,300
2020,28,Richmond,11,22,8,   Tyler Reddick,CAT Rental Store  ,Richard Childress,Chevrolet,400,running,0,26,0,Oval,300
2020,28,Richmond,12,7,11,   Denny Hamlin,FedEx Cares  ,Joe Gibbs,Toyota,399,running,45,35,1,Oval,300
2020,28,Richmond,13,8,1,   Kurt Busch,Monster Energy  ,Chip Ganassi,Chevrolet,399,running,15,28,0,Oval,300
2020,28,Richmond,14,13,41,   Cole Custer,HaasTooling.com  ,Stewart Haas Racing,Ford,399,running,0,23,0,Oval,300
2020,28,Richmond,15,26,95,   Christopher Bell,Rheem / Germania Insurance  ,Leavine Family Racing,Toyota,399,running,0,22,0,Oval,300
2020,28,Richmond,16,19,42,   Matt Kenseth,Ronald McDonald House Charities  ,Chip Ganassi,Chevrolet,399,running,0,23,0,Oval,300
2020,28,Richmond,17,16,21,   Matt DiBenedetto,Quick Lane Tire & Auto Center  ,Wood Brothers,Ford,399,running,0,20,0,Oval,300
2020,28,Richmond,18,23,47,   Ricky Stenhouse Jr,Kroger / Energizer / Hershey's / Hungry Jack  ,JTG-Daugherty Racing,Chevrolet,398,running,0,21,0,Oval,300
2020,28,Richmond,19,15,12,   Ryan Blaney,Menards / Libman  ,Roger Penske,Ford,398,running,0,18,0,Oval,300
2020,28,Richmond,20,24,37,   Ryan Preece,Kleenex  ,JTG-Daugherty Racing,Chevrolet,398,running,0,17,0,Oval,300
2020,28,Richmond,21,5,24,   William Byron,Liberty University  ,Rick Hendrick,Chevrolet,398,running,0,16,0,Oval,300
2020,28,Richmond,22,17,20,   Erik Jones,Irwin Speedbor  ,Joe Gibbs,Toyota,398,running,0,15,0,Oval,300
2020,28,Richmond,23,21,6,   Ryan Newman,Guaranteed Rate  ,Jack Roush,Ford,397,running,0,14,0,Oval,300
2020,28,Richmond,24,25,17,   Chris Buescher,Fastenal / MCR Safety  ,Jack Roush,Ford,397,running,0,13,0,Oval,300
2020,28,Richmond,25,20,34,   Michael McDowell,Love's Travel Stops / Speedco  ,Bob Jenkins,Ford,397,running,0,12,0,Oval,300
2020,28,Richmond,26,30,43,   Bubba Wallace,Door Dash  ,Richard Petty Motorsports,Chevrolet,397,running,0,11,0,Oval,300
2020,28,Richmond,27,34,32,   Corey LaJoie,Trump 2020  ,Archie St. Hilaire,Ford,396,running,0,10,0,Oval,300
2020,28,Richmond,28,27,13,   Ty Dillon,GEICO  ,Germain Racing,Chevrolet,396,running,0,9,0,Oval,300
2020,28,Richmond,29,28,96,   Daniel Suarez,Toyota T-Ten  ,Gaunt Brothers,Toyota,396,running,0,8,0,Oval,300
2020,28,Richmond,30,31,38,   John H. Nemechek,MDS Trucking  ,Bob Jenkins,Ford,396,running,0,7,0,Oval,300
2020,28,Richmond,31,18,48,   Jimmie Johnson,Ally  ,Rick Hendrick,Chevrolet,395,running,0,6,0,Oval,300
2020,28,Richmond,32,33,0,   Quin Houff,Trucker Appreciation  ,StarCom Racing,Chevrolet,390,running,0,5,0,Oval,300
2020,28,Richmond,33,29,15,   Brennan Poole,Rick Ware,Rick Ware,Chevrolet,390,running,1,4,0,Oval,300
2020,28,Richmond,34,32,27,   J.J. Yeley,Jacob Companies  ,Rick Ware,Ford,388,running,0,0,0,Oval,300
2020,28,Richmond,35,36,51,   Joey Gase,DonateLifeVirginia.org  ,Rick Ware,Ford,387,running,0,0,0,Oval,300
2020,28,Richmond,36,35,77,   Reed Sorenson,BetterForYourHealth.com  ,Spire Motorsports,Chevrolet,387,running,0,1,0,Oval,300
2020,28,Richmond,37,38,53,   James Davison,Cruz & Associates  ,Rick Ware,Chevrolet,385,running,0,1,0,Oval,300
2020,28,Richmond,38,37,66,   Timmy Hill,CrashClaimsR.us  ,Carl Long,Toyota,100,rear hub,0,0,0,Oval,300
2020,29,Bristol,1,4,4,   Kevin Harvick,Busch Light  ,Stewart Haas Racing,Ford,500,running,226,57,5,Oval,267
2020,29,Bristol,2,9,18,   Kyle Busch,Skittles  ,Joe Gibbs,Toyota,500,running,159,54,1,Oval,267
2020,29,Bristol,3,20,20,   Erik Jones,Auto-Owners Insurance  ,Joe Gibbs,Toyota,500,running,0,36,0,Oval,267
2020,29,Bristol,4,17,8,   Tyler Reddick,Childress Vineyards  ,Richard Childress,Chevrolet,500,running,0,33,0,Oval,267
2020,29,Bristol,5,10,10,   Aric Almirola,Smithfield  ,Stewart Haas Racing,Ford,500,running,1,36,0,Oval,267
2020,29,Bristol,6,11,14,   Clint Bowyer,Rush Truck Centers / Cummins  ,Stewart Haas Racing,Ford,500,running,0,34,0,Oval,267
2020,29,Bristol,7,6,9,   Chase Elliott,NAPA Auto Parts  ,Rick Hendrick,Chevrolet,499,running,23,48,1,Oval,267
2020,29,Bristol,8,23,17,   Chris Buescher,Fastenal / Honeywell  ,Jack Roush,Ford,499,running,0,29,0,Oval,267
2020,29,Bristol,9,22,37,   Ryan Preece,Bush's Beans  ,JTG-Daugherty Racing,Chevrolet,499,running,0,28,0,Oval,267
2020,29,Bristol,10,26,34,   Michael McDowell,Love's Travel Stops / Delo  ,Bob Jenkins,Ford,498,running,0,27,0,Oval,267
2020,29,Bristol,11,2,22,   Joey Logano,Shell / Pennzoil  ,Roger Penske,Ford,498,running,0,35,0,Oval,267
